uniq_id,id,name,category,full_address,zip_code,lat,lng,state,url,alia,phone,price,rating,review_count,city,transaction_type
ZXXA9aAtTbZCuEMpJ97tTg,12,Less Than,"Grocery, Convenience, Comfort Food, Everyday Essentials, Snacks","24 South King Street, Hampton, VA, 23669",23669,37.02505297900641,-76.34404871238311,VA,https://www.yelp.com/biz/less-than-hampton?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,less-than-hampton,,,5.0,5.0,Hampton,
MInIKBQbcnV42K82d21AfQ,13,Scratch Bakery,"Bakery, Desserts","4181 William Styron Square N, Newport News, VA, 23606",23606,37.0842354606594,-76.4881460157981,VA,https://www.yelp.com/biz/scratch-bakery-newport-news?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,scratch-bakery-newport-news,17578330965.0,$,3.5,110.0,Newport News,pickup&delivery
EJTfG1bJNMZ56Sbnbzq0ww,14,Aromas Coffeehouse Bakeshop & Cafe,"Sandwich, Breakfast and Brunch, Salads, Pasta, Healthy","706 Town Center Dr, Newport News, VA, 23606",23606,37.0862083435059,-76.4729232788086,VA,https://www.yelp.com/biz/aromas-coffeehouse-bakeshop-and-cafe-newport-news?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,aromas-coffeehouse-bakeshop-and-cafe-newport-news,17572404650.0,$,3.5,252.0,Newport News,delivery
wzeZYdmWoUtRSX4DunIbNQ,15,Olde Towne Market,"Other, Chicken, Pizza","3701 Marshall Ave, Newport News, VA, 23607",23607,36.9918098449707,-76.4213256835938,VA,https://www.yelp.com/biz/olde-towne-market-newport-news?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,olde-towne-market-newport-news,17572464820.0,,4.0,1.0,Newport News,
3sHZAsol67_2W6SS-mRxbg,16,Donatos Pizza,"Pizza, Wings, Salads, Healthy","12515 Jefferson Avenue, Newport News, VA, 23602",23602,37.126671,-76.511284,VA,https://www.yelp.com/biz/donatos-pizza-newport-news-3?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,donatos-pizza-newport-news-3,17575254944.0,$,4.0,137.0,Newport News,delivery&pickup
1PQ_qx9JtZEpTqjyGgIUTw,17,Charleys Cheesesteaks,"Sandwich, Deli, Chicken","12300 Jefferson Ave. Space 736, Newport News, VA, 23602",23602,37.11234456196558,-76.49478871388001,VA,https://www.yelp.com/biz/charleys-cheesesteaks-newport-news-2?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,charleys-cheesesteaks-newport-news-2,17572490125.0,,2.5,3.0,Newport News,delivery&pickup
zsfQyhADAEws3X8bL1xx2A,18,McDonald's,"American, Burgers, Fast Food","431 Wythe Creek Rd, Poquoson, VA, 23662",23662,37.1234962785713,-76.3924925029278,VA,https://www.yelp.com/biz/mcdonalds-poquoson?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,mcdonalds-poquoson,17578686687.0,$,1.5,15.0,Poquoson,delivery
vGUMqZPHzOKefkey_864zA,19,Buffet Star,"Asian Fusion, Asian, Korean, Family Meals","2302 W Mercury Blvd, Hampton, VA, 23666",23666,37.0392527158615,-76.4048587923203,VA,https://www.yelp.com/biz/buffet-star-hampton?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,buffet-star-hampton,17578278888.0,$$,3.5,91.0,Hampton,pickup
dkZza7047dwsFgLgiaXsUQ,20,Saffron Mediterranean Cuisine,Mediterranean,"10417 Warwick Blvd, Newport News, VA, 23601",23601,37.033954,-76.463071,VA,https://www.yelp.com/biz/saffron-mediterranean-cuisine-newport-news?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,saffron-mediterranean-cuisine-newport-news,17572239978.0,$$,4.5,213.0,Newport News,pickup&delivery
w-vfzLkl0S-G-QFclnwyFQ,21,Anna's Italian Restaurant,"Italian, Pasta, Comfort Food","1156 Big Bethel Rd, Hampton, VA, 23666",23666,37.057895749659,-76.4254485371399,VA,https://www.yelp.com/biz/annas-italian-restaurant-hampton-3?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,annas-italian-restaurant-hampton-3,17578260992.0,$$,3.5,65.0,Hampton,pickup&delivery
Y65lvFUzI3Rmbw5Js_3wCw,22,Dragon Garden,"Chinese, Asian, Asian Fusion","11006 Warwick Blvd, Newport News, VA, 23601",23601,37.043808,-76.471017,VA,https://www.yelp.com/biz/dragon-garden-newport-news?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,dragon-garden-newport-news,17575993679.0,$$,2.5,29.0,Newport News,delivery&pickup
Wms21axdJ6x6ep3m-cyXCQ,23,Kyung Sung,"Korean, Asian, BBQ","13748 Warwick Blvd, Newport News, VA, 23602",23602,37.12204,-76.52708,VA,https://www.yelp.com/biz/kyung-sung-newport-news?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,kyung-sung-newport-news,17578772797.0,$$,4.0,119.0,Newport News,pickup&delivery
PvWza-CBGA2_vB2VBTQeYA,24,Thaijindesu,"Thai, Asian, Noodles","2180 William St, Newport News, VA, 23606",23606,37.08326,-76.48801,VA,https://www.yelp.com/biz/thaijindesu-newport-news?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,thaijindesu-newport-news,17575958410.0,$$,4.0,229.0,Newport News,pickup&delivery
pAkDVxXh83rYcmlC1X2OVw,25,Luigi's Italian Restaurant,Italian,"15400 Warwick Blvd, Newport News, VA, 23608",23608,37.148558,-76.551834,VA,https://www.yelp.com/biz/luigis-italian-restaurant-newport-news-4?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,luigis-italian-restaurant-newport-news-4,17578722588.0,$$,3.5,74.0,Newport News,pickup&delivery
LwEPKms3PB3gKFnYR4actg,26,Mr. Kabab,"Mediterranean, Sandwich, Pizza","4132 W Mercury Blvd, Hampton, VA, 23666",23666,37.0273971557617,-76.4293670654297,VA,https://www.yelp.com/biz/mr-kabab-hampton-2?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,mr-kabab-hampton-2,17572243898.0,,4.0,80.0,Hampton,pickup&delivery
QxnekxQ3P0VON07iA4leiQ,27,Port Arthur Chinese Restaurant,Chinese,"11137 Warwick Blvd, Newport News, VA, 23601",23601,37.04868,-76.47516,VA,https://www.yelp.com/biz/port-arthur-chinese-restaurant-newport-news?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,port-arthur-chinese-restaurant-newport-news,17575996474.0,$$,3.5,73.0,Newport News,delivery
xE5p_vv97QrZrP1j9a8Rgw,28,Sushi King - Hampton,"Japanese, Asian, Sushi, Family Meals","5101 Kilgore Avenue, Hampton, VA, 23666",23666,37.0448713,-76.391908,VA,https://www.yelp.com/biz/sushi-king-hampton-hampton?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,sushi-king-hampton-hampton,17577887080.0,$$,3.0,238.0,Hampton,pickup&delivery
7cyCI3YDyoimFOav0QGEVA,29,China Wok,"Chinese, Asian, Asian Fusion","2170 Coliseum Dr Ste D, Hampton, VA, 23666",23666,37.0489915,-76.3911706,VA,https://www.yelp.com/biz/china-wok-hampton?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,china-wok-hampton,17572621501.0,$,3.0,30.0,Hampton,delivery&pickup
gN5_ekgyKhu1v_i6UkAC9g,30,Domoishi,"Asian, Asian Fusion, Korean","412 Denbigh Boulevard, Newport News, VA, 23602",23602,37.129485,-76.535438,VA,https://www.yelp.com/biz/domoishi-newport-news-3?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,domoishi-newport-news-3,,,3.0,27.0,Newport News,delivery&pickup
kWQwEgn0Oq6N0e1vtQXkxQ,31,Stir Fry,"Chinese: Other, Comfort Food, Healthy","3923 Kecoughtan Road, ÃÂ¦ÃÂ±ÃÂÃÂ¦ÃÂÃÂ®ÃÂ©ÃÂ¡? VA, 23669",23669,37.01259,-76.35336,VA,https://www.yelp.com/biz/stir-fry-hampton?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,stir-fry-hampton,17577238700.0,$,3.5,26.0,Hampton,pickup&delivery
t16FOXDVUPnd5toYGoOI-w,32,Monsoon Eclectic Modern Indian,"Indian, Vegetarian, Asian, Seafood","2150 Allainby Way, Hampton, VA, 23666",23666,37.04454,-76.39506,VA,https://www.yelp.com/biz/monsoon-eclectic-modern-indian-hampton?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,monsoon-eclectic-modern-indian-hampton,17572241633.0,$$,4.0,440.0,Hampton,delivery&pickup
vbKTmgQdOzPs6Q_i7XSOhg,33,Ya's Thai Kitchen,Thai,"1593 Briarfield Rd, Hampton, VA, 23666",23666,37.01936,-76.40504,VA,https://www.yelp.com/biz/yas-thai-kitchen-hampton?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,yas-thai-kitchen-hampton,17578258424.0,$,4.5,210.0,Hampton,pickup&delivery
ymEH-pK0r-7SFbyjU4TGJA,34,Main Moon,"Chinese, Asian, Noodles, Family Meals","6500 George Washington Memorial Hwy, Yorktown, VA, 23692",23692,37.17327974848466,-76.47306231382032,VA,https://www.yelp.com/biz/main-moon-yorktown?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,main-moon-yorktown,17578748986.0,$,2.5,25.0,Yorktown,pickup&delivery
aGrWObFyZfTZnT7n9CStFg,35,Panda Express,"Asian, Chinese, Family Meals","5009 Victory Blvd, Yorktown, VA, 23693",23693,37.11472,-76.46899,VA,https://www.yelp.com/biz/panda-express-yorktown?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,panda-express-yorktown,17578981916.0,$$,2.0,52.0,Yorktown,delivery&pickup
qHyoFNxhwsN6jsS68Wzifg,36,Carrabba's Italian Grill,"Italian, Family Meals","12363 Hornsby Ln, Newport News, VA, 23602",23602,37.11425,-76.50342,VA,https://www.yelp.com/biz/carrabbas-italian-grill-newport-news-2?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,carrabbas-italian-grill-newport-news-2,17572694917.0,$$,4.0,159.0,Newport News,pickup&delivery
IKfQtJvnhbHqZ1IJkYWQOg,37,Kebab House,Mediterranean,"980 J Clyde Morris Blvd, Newport News, VA, 23601",23601,37.09559089544164,-76.45783886441758,VA,https://www.yelp.com/biz/kebab-house-newport-news?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,kebab-house-newport-news,17572237311.0,$$,4.0,99.0,Newport News,pickup&delivery
hh6ZHtyt_yg34AngdvM1DA,38,Saisaki,"Asian, Chinese, Sushi","101 Regal Way, Newport News, VA, 23602",23602,37.1117831675305,-76.4688091597954,VA,https://www.yelp.com/biz/saisaki-newport-news?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,saisaki-newport-news,17578861988.0,$$,4.0,244.0,Newport News,pickup&delivery
CnZ6iaNcUbZTFFJZg7qPtQ,39,Asahi Japanese and Chinese Cuisine,"Sushi, Seafood, Salads","121 Grafton Station Ln, Yorktown, VA, 23692",23692,37.15951,-76.4616,VA,https://www.yelp.com/biz/asahi-japanese-and-chinese-cuisine-yorktown?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,asahi-japanese-and-chinese-cuisine-yorktown,17579881988.0,$$,4.0,82.0,Yorktown,pickup&delivery
yDG2BpTJAo-Q22zloe8_TA,40,Yama Chenâs Sushi Roll House,"Japanese, Sushi, Asian, Noodles","2040 Coliseum Drive ste A25, Hampton, VA, 23666",23666,37.045544884512,-76.3899364601159,VA,https://www.yelp.com/biz/yama-chen-s-sushi-roll-house-hampton-2?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,yama-chen-s-sushi-roll-house-hampton-2,17578389666.0,$$,4.5,178.0,Hampton,pickup&delivery
qEIEU_AZ7y0lWfPt-3sb2Q,41,Alpha Pitt Smokers,"Italian, Pasta, Salads, BBQ, Healthy","2960 Hampton Hwy Ste A, Yorktown, VA, 23693",23693,37.1009,-76.41731,VA,https://www.yelp.com/biz/alpha-pitt-smokers-yorktown?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,alpha-pitt-smokers-yorktown,17577822583.0,$$,4.5,67.0,Yorktown,delivery
ZCCRFMuoStOQRl4YYcBU3A,42,The Twisted Crab-Patrick Henry Mall,"Seafood, American, Southern","12300 Jefferson Avenue 909, Newport News, VA, 23602",23602,37.11268,-76.49559,VA,https://www.yelp.com/biz/the-twisted-crab-patrick-henry-mall-newport-news?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,the-twisted-crab-patrick-henry-mall-newport-news,17575274900.0,,3.0,10.0,Newport News,pickup&delivery
MFuB0YtwCSiikJKIrYf7lw,43,Keda's Kitchen,"Soul Food, American","11745 Jefferson Avenue 4, Newport News, VA, 23606",23606,37.081929458255495,-76.48085728711219,VA,https://www.yelp.com/biz/kedas-kitchen-newport-news?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,kedas-kitchen-newport-news,,,3.0,4.0,Newport News,pickup&delivery
V__ZQ_kOaGfH4eJTAq4Z7A,44,Island Jamaica Restaurant,"American, Caribbean, Soul Food","6139 Jefferson Avenue, Newport News, VA, 23605",23605,37.02381491251196,-76.44776757468034,VA,https://www.yelp.com/biz/island-jamaica-restaurant-newport-news?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,island-jamaica-restaurant-newport-news,17579649168.0,,4.0,1.0,Newport News,delivery&pickup
D_wBCodg2G_3DtN2W-_D-w,45,Roux Raw Bar and Grill,"American, Breakfast and Brunch, Salads","2280 Executive Drive 2280, Hampton, VA, 23666",23666,37.055331,-76.398016,VA,https://www.yelp.com/biz/roux-raw-bar-and-grill-hampton?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,roux-raw-bar-and-grill-hampton,17577754026.0,,4.5,26.0,Hampton,pickup&delivery
Xg4m-lx6wvs2gJjvraxVPw,46,CJ&J Island Cafe,"Caribbean, Seafood, Latin American","2 Towne Centre Way, Hampton, VA, 23666",23666,37.062253,-76.424221,VA,https://www.yelp.com/biz/cj-and-j-island-cafe-hampton?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,cj-and-j-island-cafe-hampton,17576451235.0,,3.5,7.0,Hampton,delivery&pickup
cb_ikbA3p8dhXVxDygA66A,47,Crown Fried Chicken,"Comfort Food, American, Wings","11111 Jefferson Avenue, Newport News, VA, 23601",23601,37.057647,-76.465293,VA,https://www.yelp.com/biz/crown-fried-chicken-newport-news?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,crown-fried-chicken-newport-news,17575950055.0,$$,4.0,57.0,Newport News,pickup&delivery
Ugzs22D3PjPZu3-UWjSILA,48,Cyprus Grille,"American, Salads, Desserts, Healthy","1700 Coliseum Dr, Hampton, VA, 23666",23666,37.0371450964237,-76.3841320574284,VA,https://www.yelp.com/biz/cyprus-grille-hampton?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,cyprus-grille-hampton,17578278200.0,$$$,3.5,35.0,Hampton,delivery
1fNPfjzjGACJolYfHbUVmA,49,Benny Cantiereâs,"Pizza, American, Italian","212 23rd Street #200, Newport News, VA, 23607",23607,36.97651,-76.42884,VA,https://www.yelp.com/biz/benny-cantiere-s-newport-news?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,benny-cantiere-s-newport-news,17575875807.0,,5.0,3.0,Newport News,
nDW3zfWLjfSeVpfwrUqwCw,50,Hooters,"American, Bar Food, burger, Chicken, Burgers","1801 W. Mercury Blvd., Hampton, VA, 23666",23666,37.04114,-76.3887699,VA,https://www.yelp.com/biz/hooters-hampton?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,hooters-hampton,17578273010.0,$$,3.0,77.0,Hampton,delivery
G4Geoy2ni6rd1OV8t9seWw,51,Wing And A Prayer,"Chicken, Fast Food, American","604 E Pembroke Ave A, Hampton, VA, 23669",23669,37.03272,-76.33438,VA,https://www.yelp.com/biz/wing-and-a-prayer-hampton-3?adjust_creative=UW7CO2EPvh3Ro3-B-wXNlw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UW7CO2EPvh3Ro3-B-wXNlw,wing-and-a-prayer-hampton-3,17577279000.0,,5.0,5.0,Hampton,pickup&delivery
